"symbol","company_name"
"ASRV","AmeriServ Financial Inc. - Common Stock"
"ASRVP","AmeriServ Financial Inc. - AmeriServ Financial Trust I - 8.45% Beneficial Unsecured Securities, Series A"
"ASTC","Astrotech Corporation - Common Stock"
"ASTE","Astec Industries, Inc. - Common Stock"
"ASTS","AST SpaceMobile, Inc. - Class A Common Stock"
"ASUR","Asure Software Inc - Common Stock"
"ASX","ASE Technology Holding Co., Ltd. American Depositary Shares (each representing Two Common Shares) "
"ASXC","Asensus Surgical, Inc. Common Stock"
"ASYS","Amtech Systems, Inc. - Common Stock"
"ASZ","Austerlitz Acquisition Corporation II Class A Ordinary Shares"
"AT","Atlantic Power Corporation Ordinary Shares (Canada)"
"ATA","Americas Technology Acquisition Corp. Ordinary Shares"
"ATAC","Altimar Acquisition Corporation Class A Ordinary Shares"
"ATAQ","Altimar Acquisition Corp. III Class A Ordinary Shares"
"ATAX","America First Multifamily Investors, L.P. - Beneficial Unit Certificates (BUCs) representing Limited Partnership Interests"
"ATC","Atotech Limited Common Shares"
"ATCO","Atlas Corp. Common Shares"
"ATCX","Atlas Technical Consultants, Inc. - Class A Common Stock"
"ATEC","Alphatec Holdings, Inc. - Common Stock"
"ATEN","A10 Networks, Inc. Common Stock"
"ATER","Aterian, Inc. - Common Stock"
"ATEX","Anterix Inc. - Common Stock"
"ATGE","Adtalem Global Education Inc. Common Stock"
"ATH","Athene Holding Ltd. Class A Common Shares"
"ATHA","Athira Pharma, Inc. - Common Stock"
"ATHE","Alterity Therapeutics Limited - American Depositary Shares"
"ATHM","Autohome Inc. American Depositary Shares, each representing four class A ordinary shares."
"ATHN","Athena Technology Acquisition Corp. Class A Common Stock"
"ATHX","Athersys, Inc. - Common Stock"
"ATI","Allegheny Technologies Incorporated Common Stock"
"ATIF","ATIF Holdings Limited - Ordinary Shares"
"ATKR","Atkore Inc. Common Stock"
"ATLC","Atlanticus Holdings Corporation - Common Stock"
"ATLO","Ames National Corporation - Common Stock"
"ATMP","iPath Select MLP ETN"
"ATMR","Altimar Acquisition Corp. II Class A Ordinary Shares"
"ATNF","180 Life Sciences Corp. - Common Stock"
"ATNI","ATN International, Inc. - Common Stock"
"ATNM","Actinium Pharmaceuticals, Inc. (Delaware) Common Stock"
"ATNX","Athenex, Inc. - Common Stock"
"ATO","Atmos Energy Corporation Common Stock"
"ATOM","Atomera Incorporated - Common Stock"
"ATOS","Atossa Therapeutics, Inc. - Common Stock"
"ATR","AptarGroup, Inc. Common Stock"
"ATRA","Atara Biotherapeutics, Inc. - Common Stock"
"ATRC","AtriCure, Inc. - Common Stock"
"ATRI","Atrion Corporation - Common Stock"
"ATRO","Astronics Corporation - Common Stock"
"ATRS","Antares Pharma, Inc. - Common Stock"
"ATSG","Air Transport Services Group, Inc - Common Stock"
"ATTO","Atento S.A. Ordinary Shares"
"ATUS","Altice USA, Inc. Class A Common Stock"
"ATVI","Activision Blizzard, Inc - Common Stock"
"ATXI","Avenue Therapeutics, Inc. - Common Stock"
"AU","AngloGold Ashanti Limited Common Stock"
"AUB","Atlantic Union Bankshares Corporation - Common Stock"
"AUBAP","Atlantic Union Bankshares Corporation - Depositary Shares each representing a 1/400th ownership interest in a share of 6.875%Perpetual Non-Cumulative Preferred Stock, Series A"
"AUBN","Auburn National Bancorporation, Inc. - Common Stock"
"AUD","Audacy Common Stock"
"AUDC","AudioCodes Ltd. - Ordinary Shares"
"AUMN","Golden Minerals Company Common Stock"
"AUPH","Aurinia Pharmaceuticals Inc - Common Shares"
"AURC","Aurora Acquisition Corp. - Class A Ordinary Shares"
"AUS","Austerlitz Acquisition Corporation I Class A Ordinary Shares"
"AUTL","Autolus Therapeutics plc - American Depositary Shares"
"AUTO","AutoWeb, Inc. - Common Stock"
"AUUD","Auddia Inc. - Common Stock"
"AUVI","Applied UV, Inc. - Common Stock"
"AUY","Yamana Gold Inc. Ordinary Shares (Canada)"
"AVA","Avista Corporation Common Stock"
"AVAH","Aveanna Healthcare Holdings Inc. - Common Stock"
"AVAL","Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares)"
"AVAN","Avanti Acquisition Corp. Class A Ordinary Shares"
"AVAV","AeroVironment, Inc. - Common Stock"
"AVB","AvalonBay Communities, Inc. Common Stock"
"AVCO","Avalon GloboCare Corp. - Common Stock"
"AVCT","American Virtual Cloud Technologies, Inc.  - Common Stock"
"AVCTW","American Virtual Cloud Technologies, Inc.  - Warrant expiring 4/7/2020"
"AVD","American Vanguard Corporation Common Stock ($0.10 Par Value)"
"AVDL","Avadel Pharmaceuticals plc - American Depositary Shares each representing one Ordinary Share"
"AVEO","AVEO Pharmaceuticals, Inc. - Common Stock"
"AVGO","Broadcom Inc. - Common Stock"
"AVGOP","Broadcom Inc. - 8.00% Mandatory Convertible Preferred Stock, Series A"
"AVGR","Avinger, Inc. - Common Stock"
"AVID","Avid Technology, Inc. - Common Stock"
"AVIR","Atea Pharmaceuticals, Inc. - common stock"
"AVK","Advent Convertible and Income Fund"
"AVLR","Avalara, Inc. Common Stock"
"AVNS","Avanos Medical, Inc. Common Stock"
"AVNT","Avient Corporation Common Stock"
"AVNW","Aviat Networks, Inc. - Common Stock"
"AVO","Mission Produce, Inc. - Common Stock"
"AVRO","AVROBIO, Inc. - Common Stock"
"AVT","Avnet, Inc. - Common Stock"
"AVTR","Avantor, Inc. Common Stock"
"AVXL","Anavex Life Sciences Corp. - Common Stock"
"AVY","Avery Dennison Corporation Common Stock"
"AVYA","Avaya Holdings Corp. Common Stock"
"AWF","Alliancebernstein Global High Income Fund"
"AWH","Aspira Women's Health Inc. - Common Stock"
"AWI","Armstrong World Industries Inc Common Stock"
"AWK","American Water Works Company, Inc. Common Stock"
"AWP","Aberdeen Global Premier Properties Fund Common Shares of Beneficial Interest"
"AWR","American States Water Company Common Stock"
"AWRE","Aware, Inc. - Common Stock"
"AWX","Avalon Holdings Corporation Common Stock"
"AX","Axos Financial, Inc. Common Stock"
"AXAS","Abraxas Petroleum Corporation - Common Stock"
"AXDX","Accelerate Diagnostics, Inc. - Common Stock"
"AXGN","Axogen, Inc. - Common Stock"
"AXL","American Axle & Manufacturing Holdings, Inc. Common Stock"
"AXLA","Axcella Health Inc. - Common Stock"
"AXNX","Axonics, Inc. - Common Stock"
"AXON","Axon Enterprise, Inc. - Common Stock"
"AXP","American Express Company Common Stock"
"AXR","AMREP Corporation Common Stock"
"AXS","Axis Capital Holdings Limited Common Stock"
"AXSM","Axsome Therapeutics, Inc. - Common Stock"
"AXTA","Axalta Coating Systems Ltd. Common Shares"
"AXTI","AXT Inc - Common Stock"
"AXU","Alexco Resource Corp Common Shares (Canada)"
"AY","Atlantica Sustainable Infrastructure plc - Ordinary Shares"
"AYI","Acuity Brands, Inc. "
"AYLA","Ayala Pharmaceuticals, Inc. - Common Stock"
"AYRO","AYRO, Inc. - Common Stock"
"AYTU","Aytu BioPharma, Inc.  - Common Stock"
"AYX","Alteryx, Inc. Class A Common Stock"
"AZEK","The AZEK Company Inc. Class A Common Stock"
"AZN","AstraZeneca PLC - American Depositary Shares"
"AZO","AutoZone, Inc. Common Stock"
"AZPN","Aspen Technology, Inc. - Common Stock"
"AZRE","Azure Power Global Limited Equity Shares"
"AZRX","AzurRx BioPharma, Inc. - Common Stock"
"AZUL","Azul S.A. American Depositary Shares (each representing three preferred shares)"
"AZYO","Aziyo Biologics, Inc. - Class A Common Stock"
"AZZ","AZZ Inc."
"B","Barnes Group, Inc. Common Stock"
"BA","Boeing Company (The) Common Stock"
"BABA","Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share"
"BAC","Bank of America Corporation Common Stock"
"BAH","Booz Allen Hamilton Holding Corporation Common Stock"
"BAK","Braskem SA ADR"
"BAL","iPathA Series B Bloomberg Cotton Subindex Total Return ETN"
"BALY","Bally's Corporation Common Stock"
"BAM","Brookfield Asset Management Inc. Common Stock"
"BAMH","Brookfield Finance Inc. 4.625% Subordinated Notes due October 16, 2080"
"BAMI","Brookfield Finance Inc. 4.50% Perpetual Subordinated Notes"
"BANC","Banc of California, Inc. Common Stock"
"BAND","Bandwidth Inc. - Class A Common Stock"
"BANF","BancFirst Corporation - Common Stock"
"BANFP","BancFirst Corporation - 7.2% Cumulative Trust Preferred Securities"
"BANR","Banner Corporation - Common Stock"
"BANX","StoneCastle Financial Corp - Common Stock"
"BAOS","Baosheng Media Group Holdings Limited - Ordinary shares"
"BAP","Credicorp Ltd. Common Stock"
"BAR","GraniteShares Gold Trust Shares of Beneficial Interest"
"BATL","Battalion Oil Corporation Common Stock"
"BATRA","Liberty Media Corporation - Series A Liberty Braves Common Stock"
"BATRK","Liberty Media Corporation - Series C Liberty Braves Common Stock"
"BAX","Baxter International Inc. Common Stock"
"BB","BlackBerry Limited Common Stock"
"BBAR","Banco BBVA Argentina S.A. ADS"
"BBBY","Bed Bath & Beyond Inc. - Common Stock"
"BBCP","Concrete Pumping Holdings, Inc.  - Common Stock"
"BBD","Banco Bradesco Sa American Depositary Shares"
"BBDC","Barings BDC, Inc. Common Stock"
"BBDO","Banco Bradesco Sa American Depositary Shares (each representing one Common Share)"
"BBGI","Beasley Broadcast Group, Inc. - Class A Common Stock"
"BBI","Brickell Biotech, Inc. - Common Stock"
"BBIG","Vinco Ventures, Inc. - Common Stock"
"BBIO","BridgeBio Pharma, Inc. - Common Stock"
"BBL","BHP Group PlcSponsored ADR"
"BBN","BlackRock Taxable Municipal Bond Trust Common Shares of Beneficial Interest"
"BBQ","BBQ Holdings, Inc.  - Common Stock"
"BBSI","Barrett Business Services, Inc. - Common Stock"
"BBU","Brookfield Business Partners L.P. Limited Partnership Units "
"BBVA","Banco Bilbao Vizcaya Argentaria S.A. Common Stock"
"BBW","Build-A-Bear Workshop, Inc. Common Stock"
"BBY","Best Buy Co., Inc. Common Stock"
"BC","Brunswick Corporation Common Stock"
"BCAB","BioAtla, Inc. - Common Stock"
"BCAC","Brookline Capital Acquisition Corp. - Common Stock"
"BCAT","BlackRock Capital Allocation Trust Common Shares of Beneficial Interest"
"BCBP","BCB Bancorp, Inc. (NJ) - Common Stock"
"BCC","Boise Cascade, L.L.C. Common Stock"
"BCDA","BioCardia, Inc. - Common Stock"
"BCE","BCE, Inc. Common Stock"
"BCEI","Bonanza Creek Energy, Inc. Common Stock"
"BCEL","Atreca, Inc. - Class A Common Stock"
"BCH","Banco De Chile Banco De Chile ADS"
"BCLI","Brainstorm Cell Therapeutics Inc. - Common Stock"
"BCM","iPath Pure Beta Broad Commodity ETN"
"BCML","BayCom Corp - Common Stock"
"BCO","Brinks Company (The) Common Stock"
"BCOR","Blucora, Inc. - Common Stock"
"BCOV","Brightcove Inc. - Common Stock"
"BCOW","1895 Bancorp of Wisconsin, Inc. - Common Stock"
"BCPC","Balchem Corporation - Common Stock"
"BCRX","BioCryst Pharmaceuticals, Inc. - Common Stock"
"BCS","Barclays PLC Common Stock"
"BCSF","Bain Capital Specialty Finance, Inc. Common Stock"
"BCTG","BCTG Acquisition Corp. - Common Stock"
"BCTX","BriaCell Therapeutics Corp. - Common Shares"
"BCV","Bancroft Fund, Ltd."
"BCX","BlackRock Resources Common Shares of Beneficial Interest"
"BCYC","Bicycle Therapeutics plc - American Depositary Shares"
"BCYP","Big Cypress Acquisition Corp. - Common stock"
"BDC","Belden Inc Common Stock"
"BDCZ","ETRACS Wells Fargo Business Development Company Index ETN Series B due April 26, 2041"
"BDJ","Blackrock Enhanced Equity Dividend Trust"
"BDL","Flanigan's Enterprises, Inc. Common Stock"
"BDN","Brandywine Realty Trust Common Stock"
"BDR","Blonder Tongue Laboratories, Inc. Common Stock"
"BDSI","BioDelivery Sciences International, Inc. - Common Stock"
"BDSX","Biodesix, Inc. - Common Stock"
"BDTX","Black Diamond Therapeutics, Inc. - Common Stock"
"BDX","Becton, Dickinson and Company Common Stock"
"BDXB","Becton, Dickinson and Company Depositary Shares, each Representing a 1/20th Interest in a Share of 6.00% Mandatory Convertible Preferred Stock, Series B"
"BE","Bloom Energy Corporation Class A Common Stock"
"BEAM","Beam Therapeutics Inc. - Common Stock"
"BECN","Beacon Roofing Supply, Inc. - Common Stock"
"BEDU","Bright Scholar Education Holdings Limited American Depositary Shares, each  representing one Class A Ordinary Share"
"BEEM","Beam Global - Common Stock"
"BEKE","KE Holdings Inc American Depositary Shares (each representing three Class A Ordinary Shares)"
"BELFA","Bel Fuse Inc. - Class A Common Stock"
"BELFB","Bel Fuse Inc. - Class B Common Stock"
"BEN","Franklin Resources, Inc. Common Stock"
"BENE","Benessere Capital Acquisition Corp. - Class A Common Stock"
"BENER","Benessere Capital Acquisition Corp. - Right"
"BEP","Brookfield Renewable Partners L.P. "
"BEPC","Brookfield Renewable Corporation Class A Subordinate Voting Shares "
"BEPH","Brookfield BRP Holdings (Canada) Inc. 4.625% Perpetual Subordinated Notes"
"BERY","Berry Global Group, Inc. Common Stock"
"BEST","BEST Inc. American Depositary Shares, each representing one Class A Ordinary Share"
"BFAM","Bright Horizons Family Solutions Inc. Common Stock"
"BFC","Bank First Corporation - Common Stock"
"BFI","BurgerFi International Inc - Common Stock"
"BFIN","BankFinancial Corporation - Common Stock"
"BFK","BlackRock Municipal Income Trust"
"BFLY","Butterfly Network, Inc. Class A Common Stock"
"BFRA","Biofrontera AG - American Depositary Shares"
"BFS","Saul Centers, Inc. Common Stock"
"BFST","Business First Bancshares, Inc. - Common Stock"
"BFZ","BlackRock California Municipal Income Trust"
"BG","Bunge Limited Bunge Limited"
"BGB","Blackstone Strategic Credit Fund Common Shares"
"BGCP","BGC Partners, Inc. - Class A Common Stock"
"BGFV","Big 5 Sporting Goods Corporation - Common Stock"
"BGH","Barings Global Short Duration High Yield Fund Common Shares of Beneficial Interests"
"BGI","Birks Group Inc. Common Stock"
"BGIO","BlackRock 2022 Global Income Opportunity Trust Common Shares of Beneficial Interest"
"BGNE","BeiGene, Ltd. - American Depositary Shares"
"BGR","BlackRock Energy and Resources Trust"
"BGS","B&G Foods, Inc. B&G Foods, Inc. Common Stock"
"BGSF","BGSF, Inc. Common Stock"
"BGSX","Build Acquisition Corp. Class A Common Stock"
"BGT","BlackRock Floating Rate Income Trust"
"BGX","Blackstone Long Short Credit Income Fund Common Shares"
"BGY","Blackrock Enhanced International Dividend Trust"
"BH","Biglari Holdings Inc. Class B Common Stock"
"BHAT","Blue Hat Interactive Entertainment Technology - Ordinary Shares"
"BHB","Bar Harbor Bankshares, Inc. Common Stock"
"BHC","Bausch Health Companies Inc. Common Stock"
"BHE","Benchmark Electronics, Inc. Common Stock"
"BHF","Brighthouse Financial, Inc. - Common Stock"
"BHFAL","Brighthouse Financial, Inc. - Junior Subordinated Debentures due 2058"
"BHFAN","Brighthouse Financial, Inc. - depositary shares, each representing a 1/1,000th interest in a share of 5.375% Non-Cumulative Preferred Stock, Series C"
"BHFAO","Brighthouse Financial, Inc. - Depositary Shares, each representing a 1/1,000th interest in a share of 6.750% Non-Cumulative Preferred Stock, Series B"
"BHFAP","Brighthouse Financial, Inc. - Depositary Shares 6.6% Non-Cumulative Preferred Stock, Series A"
"BHK","Blackrock Core Bond Trust Blackrock Core Bond Trust"
"BHLB","Berkshire Hills Bancorp, Inc. Common Stock"
"BHP","BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares)"
"BHR","Braemar Hotels & Resorts Inc. Common Stock"
"BHSE","Bull Horn Holdings Corp. - Ordinary Shares"
"BHTG","BioHiTech Global, Inc. - Common Stock"
"BHV","BlackRock Virginia Municipal Bond Trust"
"BHVN","Biohaven Pharmaceutical Holding Company Ltd. Common Shares"
"BIDU","Baidu, Inc. - American Depositary Shares, each representing 8 ordinary share"
"BIF","Boulder Growth & Income Fund, Inc."
"BIG","Big Lots, Inc. Common Stock"
"BIGC","BigCommerce Holdings, Inc. - Series 1 Common Stock"
"BIGZ","BlackRock Innovation and Growth Trust Common Shares of Beneficial Interest"
"BIIB","Biogen Inc. - Common Stock"
"BILI","Bilibili Inc. - American Depositary Shares"
"BILL","Bill.com Holdings, Inc. Common Stock"
"BIMI","BOQI International Medical Inc. - Common Stock"
"BIO","Bio-Rad Laboratories, Inc. Class A Common Stock"
"BIOC","Biocept, Inc. - Common Stock"
"BIOL","Biolase, Inc. - Common Stock"
"BIOT","Biotech Acquisition Company - Class A Ordinary Shares"
"BIOX","Bioceres Crop Solutions Corp. - Ordinary Shares"
"BIP","Brookfield Infrastructure Partners LP Limited Partnership Units"
"BIPC","Brookfield Infrastructure Partners LP Class A Subordinate Voting Shares "
"BIT","BlackRock Multi-Sector Income Trust Common Shares of Beneficial Interest"
"BITE","Bite Acquisition Corp. Common Stock"
"BIVI","BioVie Inc. - Common stock"
"BJ","BJ's Wholesale Club Holdings, Inc. Common Stock"
"BJRI","BJ's Restaurants, Inc. - Common Stock"
"BK","The Bank of New York Mellon Corporation Common Stock"
"BKCC","BlackRock Capital Investment Corporation - Common Stock"
"BKD","Brookdale Senior Living Inc. Common Stock"
"BKE","Buckle, Inc. (The) Common Stock"
"BKEP","Blueknight Energy Partners L.P., L.L.C. - Common Units representing Limited Partner Interests"
"BKEPP","Blueknight Energy Partners L.P., L.L.C. - Series A Preferred Units"
"BKH","Black Hills Corporation Common Stock"
"BKI","Black Knight, Inc. Common Stock "
"BKN","BlackRock Investment Quality Municipal Trust Inc. (The)"
"BKNG","Booking Holdings Inc. - Common Stock"
"BKR","Baker Hughes Company Class A Common Stock"
"BKSC","Bank of South Carolina Corp. - Common Stock"
"BKT","BlackRock Income Trust Inc. (The)"
"BKTI","BK Technologies Corporation Common Stock"
"BKU","BankUnited, Inc. Common Stock"
"BKYI","BIO-key International, Inc. - Common Stock"
"BL","BlackLine, Inc. - Common Stock"
"BLBD","Blue Bird Corporation - Common Stock"
"BLCM","Bellicum Pharmaceuticals, Inc. - Common Stock"
"BLCT","BlueCity Holdings Limited - American Depositary Shares"
"BLD","TopBuild Corp. Common Stock"
"BLDE","Blade Air Mobility, Inc. - Class A Common Stock"
"BLDP","Ballard Power Systems, Inc. - Common Shares"
"BLDR","Builders FirstSource, Inc. - Common Stock"
"BLE","BlackRock Municipal Income Trust II"
"BLFS","BioLife Solutions, Inc. - Common Stock"
"BLI","Berkeley Lights, Inc. - Common Stock"
"BLIN","Bridgeline Digital, Inc. - Common Stock"
"BLK","BlackRock, Inc. Common Stock"
"BLKB","Blackbaud, Inc. - Common Stock"
"BLL","Ball Corporation Common Stock"
"BLMN","Bloomin' Brands, Inc. - Common Stock"
"BLNK","Blink Charging Co. - Common Stock"
"BLPH","Bellerophon Therapeutics, Inc. - Common Stock"
"BLRX","BioLineRx Ltd. - American Depositary Shares"
"BLSA","BCLS Acquisition Corp. - Class A Ordinary Shares"
"BLTS","Bright Lights Acquisition Corp. - Class A Common Stock"
"BLU","BELLUS Health Inc. - Common Shares"
"BLUA","BlueRiver Acquisition Corp. Class A Ordinary Shares"
"BLUE","bluebird bio, Inc. - Common Stock"
"BLUW","Blue Water Acquisition Corp. - Class A Common Stock"
